household_id,distributor_id,pincode,last_booking_date,request_date,days_since_last_booking,is_bpl,urgency,crisis_level,cylinders_requested,stock_at_distributor,queue_position,location_changes_30d,booking_gap_days,target_priority_score,target_expected_wait_hours
hh-005334,dist-14,416001,28-01-2026,28-01-2026,59,1,regular,alert,1,99,54,1,49,79.19,17.68
hh-005335,dist-9,400001,23-01-2026,25-01-2026,64,0,regular,normal,1,125,21,1,57,59.85,8.09
hh-005336,dist-20,416001,08-03-2026,12-03-2026,20,1,bpl,normal,1,150,39,0,18,79.04,12.33
hh-005337,dist-1,400001,21-02-2026,25-02-2026,35,1,regular,normal,2,39,70,0,26,78.84,19.01
hh-005338,dist-11,431001,20-02-2026,22-02-2026,36,1,bpl,emergency,1,42,107,0,36,100,23.93
hh-005339,dist-2,431001,04-03-2026,05-03-2026,24,0,regular,alert,1,31,73,0,23,54.74,23.27
hh-005340,dist-8,416001,17-03-2026,22-03-2026,11,1,bpl,alert,1,43,25,1,7,70.12,14.44
hh-005341,dist-19,416001,17-02-2026,18-02-2026,39,0,regular,emergency,1,68,32,2,36,64.42,13.17
hh-005342,dist-8,431001,18-02-2026,20-02-2026,38,1,regular,alert,1,157,120,0,33,78.7,26.96
hh-005343,dist-17,440001,28-02-2026,03-03-2026,28,0,medical,normal,1,78,52,0,26,78.72,14.94
hh-005344,dist-8,422001,21-02-2026,25-02-2026,35,1,bpl,alert,1,43,68,1,35,100,17.75
hh-005345,dist-20,400001,03-03-2026,04-03-2026,25,0,regular,alert,1,58,82,0,18,60.72,21.53
hh-005346,dist-17,400001,12-03-2026,16-03-2026,16,0,regular,alert,1,58,59,0,16,51.63,18.58
hh-005347,dist-4,416001,01-03-2026,04-03-2026,27,0,regular,normal,1,180,58,0,27,50.51,17.5
hh-005348,dist-3,411001,21-01-2026,22-01-2026,66,1,regular,alert,1,141,37,0,57,85.27,10.63
hh-005349,dist-3,400001,14-02-2026,16-02-2026,42,1,bpl,normal,2,25,72,0,42,89.5,20.97
hh-005350,dist-3,416001,09-03-2026,11-03-2026,19,0,regular,emergency,1,113,72,0,11,62.47,18.82
hh-005351,dist-7,416001,15-03-2026,18-03-2026,13,0,bpl,emergency,1,97,26,0,9,62.83,10.24
hh-005352,dist-10,440001,15-01-2026,16-01-2026,72,1,bpl,alert,1,146,9,0,65,94.18,2.31
hh-005353,dist-9,431001,10-02-2026,11-02-2026,46,1,bpl,normal,1,178,22,0,42,93.61,4.62
hh-005354,dist-8,440001,17-02-2026,18-02-2026,39,1,bpl,normal,1,148,108,0,37,85.53,24.91
hh-005355,dist-15,411001,10-03-2026,11-03-2026,18,0,regular,normal,1,143,55,0,11,47.96,18.39
hh-005356,dist-18,411001,13-03-2026,18-03-2026,15,1,bpl,normal,1,47,39,0,10,74.46,14.52
hh-005357,dist-18,411001,17-01-2026,19-01-2026,70,1,bpl,alert,1,174,100,0,63,92.05,21.62
hh-005358,dist-9,431001,21-02-2026,25-02-2026,35,0,medical,normal,1,64,11,1,33,83.29,9.11
hh-005359,dist-3,400001,28-02-2026,28-02-2026,28,0,medical,normal,1,102,98,1,28,84.14,26.14
hh-005360,dist-1,422001,09-03-2026,11-03-2026,19,0,regular,normal,1,85,18,1,9,44.45,11.17
hh-005361,dist-15,400001,02-03-2026,06-03-2026,26,1,bpl,emergency,2,20,10,0,19,100,9.23
hh-005362,dist-20,411001,01-03-2026,05-03-2026,27,1,medical,normal,1,148,88,1,20,99.35,20.14
hh-005363,dist-8,411001,02-03-2026,07-03-2026,26,1,bpl,normal,1,40,76,0,24,92.57,21.09
hh-005364,dist-11,440001,08-02-2026,12-02-2026,48,1,bpl,normal,2,128,114,0,42,92.19,26.8
hh-005365,dist-6,422001,17-02-2026,17-02-2026,39,0,regular,normal,1,72,67,0,35,60,21.05
hh-005366,dist-4,422001,03-03-2026,07-03-2026,25,1,bpl,normal,1,16,29,0,19,91.41,11.13
hh-005367,dist-4,431001,22-03-2026,22-03-2026,6,0,regular,normal,2,114,72,0,4,28.71,22.27
hh-005368,dist-17,416001,16-03-2026,16-03-2026,12,0,regular,normal,1,111,44,2,7,32.14,19.77
hh-005369,dist-18,440001,31-01-2026,05-02-2026,56,0,regular,normal,1,154,27,0,55,56.3,10.8
hh-005370,dist-10,440001,07-02-2026,08-02-2026,49,0,medical,normal,1,22,104,0,42,80.57,30.32
hh-005371,dist-5,411001,10-01-2026,12-01-2026,77,0,medical,normal,1,162,113,0,71,81.3,25.42
hh-005372,dist-5,411001,02-03-2026,05-03-2026,26,0,regular,normal,1,51,102,0,17,53.8,29.48
hh-005373,dist-12,431001,19-03-2026,22-03-2026,9,1,bpl,normal,2,72,10,0,0,67.38,3
hh-005374,dist-9,431001,09-02-2026,14-02-2026,47,1,bpl,normal,1,43,120,0,45,89.62,32.12
hh-005375,dist-1,416001,10-03-2026,15-03-2026,18,1,bpl,normal,1,144,78,0,18,70.27,15.55
hh-005376,dist-14,400001,27-01-2026,31-01-2026,60,0,medical,normal,1,142,37,0,60,81.44,9.51
hh-005377,dist-16,422001,10-03-2026,12-03-2026,18,0,regular,normal,1,57,86,0,11,45.12,27.04
hh-005378,dist-5,400001,27-01-2026,01-02-2026,60,1,bpl,emergency,1,51,66,0,60,100,16.45
hh-005379,dist-8,422001,14-01-2026,14-01-2026,73,0,regular,alert,1,62,71,1,63,57.7,20.82
hh-005380,dist-19,400001,20-01-2026,23-01-2026,67,0,regular,normal,1,92,90,0,60,57.79,21.26
hh-005381,dist-1,400001,06-02-2026,09-02-2026,50,1,bpl,normal,1,106,99,0,44,88.63,23.3
hh-005382,dist-20,411001,17-02-2026,19-02-2026,39,0,regular,normal,1,26,86,0,29,60.53,25.33
hh-005383,dist-19,400001,15-03-2026,15-03-2026,13,0,regular,normal,1,160,63,0,3,36.96,21.64
hh-005384,dist-2,400001,27-02-2026,27-02-2026,29,0,regular,normal,1,74,37,0,29,63.23,11.13
hh-005385,dist-16,400001,24-01-2026,27-01-2026,63,1,regular,normal,1,129,79,0,61,74.34,19.69
hh-005386,dist-8,422001,23-02-2026,27-02-2026,33,1,medical,normal,1,20,90,1,31,96.92,25.45
hh-005387,dist-8,400001,03-02-2026,05-02-2026,53,0,regular,alert,1,174,13,2,47,64.78,8.24
hh-005388,dist-13,411001,03-03-2026,04-03-2026,25,0,regular,normal,1,60,94,0,25,45.74,24.97
hh-005389,dist-9,411001,25-02-2026,25-02-2026,31,1,bpl,alert,1,86,33,0,28,96.94,9.11
hh-005390,dist-12,431001,14-02-2026,17-02-2026,42,0,bpl,alert,1,160,29,0,35,75.53,8.87
hh-005391,dist-16,431001,29-12-2025,29-12-2025,89,0,regular,alert,1,57,40,0,82,63.43,14.62
hh-005392,dist-15,440001,19-03-2026,21-03-2026,9,0,medical,normal,1,129,18,0,8,52.7,10.93
hh-005393,dist-5,400001,05-01-2026,06-01-2026,82,0,medical,normal,1,109,97,0,74,82.38,23.3
hh-005394,dist-10,416001,05-02-2026,08-02-2026,51,0,bpl,normal,1,67,51,0,42,64.52,17.9
hh-005395,dist-18,422001,04-03-2026,06-03-2026,24,0,medical,normal,1,167,64,0,18,69.65,17.5
hh-005396,dist-2,431001,01-02-2026,06-02-2026,55,0,regular,normal,2,161,22,0,54,56.98,7.8
hh-005397,dist-4,400001,01-02-2026,04-02-2026,55,1,bpl,normal,2,165,111,0,45,83.69,24.79
hh-005398,dist-5,431001,24-02-2026,01-03-2026,32,1,regular,normal,1,163,29,1,24,77.3,10.98
hh-005399,dist-2,411001,11-02-2026,13-02-2026,45,0,regular,normal,1,106,26,1,44,56.85,11.3
hh-005400,dist-2,411001,27-01-2026,30-01-2026,60,0,regular,normal,1,26,23,0,59,61.72,14.39
hh-005401,dist-16,422001,10-02-2026,12-02-2026,46,1,bpl,normal,1,172,40,1,39,87.29,11.39
hh-005402,dist-18,416001,03-02-2026,04-02-2026,53,0,bpl,alert,1,85,2,0,52,76.28,4.84
hh-005403,dist-3,411001,06-02-2026,09-02-2026,50,1,bpl,normal,1,104,90,0,41,82.37,20.91
hh-005404,dist-10,431001,07-03-2026,08-03-2026,21,1,bpl,normal,1,120,106,0,17,79.17,25
hh-005405,dist-3,400001,05-03-2026,07-03-2026,23,0,regular,normal,1,75,11,0,19,54.86,9.64
hh-005406,dist-16,440001,10-03-2026,14-03-2026,18,1,regular,normal,1,58,43,0,13,64.16,15.42
hh-005407,dist-17,422001,05-02-2026,05-02-2026,51,0,regular,normal,1,22,2,0,46,55.2,8.54
hh-005408,dist-5,416001,07-03-2026,11-03-2026,21,0,regular,normal,1,38,51,0,15,49.56,19.65
hh-005409,dist-7,400001,10-02-2026,14-02-2026,46,1,medical,alert,1,122,72,0,41,99.07,16.7
hh-005410,dist-14,411001,14-03-2026,17-03-2026,14,0,regular,alert,2,43,112,0,13,45.15,30.52
hh-005411,dist-10,422001,09-03-2026,13-03-2026,19,0,regular,normal,1,24,99,0,10,43.18,31.7
hh-005412,dist-12,411001,11-03-2026,16-03-2026,17,1,regular,normal,1,163,45,0,9,60.51,14.56
hh-005413,dist-19,411001,12-02-2026,13-02-2026,44,0,regular,alert,1,128,93,1,38,66.33,22.21
hh-005414,dist-15,416001,18-02-2026,20-02-2026,38,0,regular,normal,1,140,42,0,29,54.78,12.73
hh-005415,dist-5,400001,09-02-2026,13-02-2026,47,0,regular,normal,1,142,61,0,41,56.89,11.88
hh-005416,dist-1,400001,20-02-2026,20-02-2026,36,0,medical,normal,1,43,85,0,30,81.82,22.92
hh-005417,dist-6,411001,01-03-2026,02-03-2026,27,1,regular,normal,1,90,82,0,19,70.9,20.39
hh-005418,dist-12,411001,05-03-2026,05-03-2026,23,1,bpl,emergency,2,145,24,0,23,89.33,8.55
hh-005419,dist-13,411001,24-01-2026,29-01-2026,63,1,bpl,normal,1,175,79,0,57,90.75,18.42
hh-005420,dist-18,416001,24-02-2026,01-03-2026,32,0,regular,normal,1,104,83,0,29,56.53,20.97
hh-005421,dist-7,422001,28-02-2026,01-03-2026,28,0,regular,normal,1,20,11,0,21,57.34,12.37
hh-005422,dist-1,416001,26-02-2026,27-02-2026,30,0,medical,normal,2,133,38,0,20,84.43,11.98
hh-005423,dist-18,440001,03-03-2026,07-03-2026,25,0,medical,normal,1,163,92,0,19,77.12,23.47
hh-005424,dist-6,411001,24-02-2026,25-02-2026,32,0,regular,alert,1,156,94,0,26,73.58,22.36
hh-005425,dist-19,400001,26-02-2026,26-02-2026,30,0,regular,normal,1,136,119,0,29,59.24,30.69
hh-005426,dist-1,411001,03-02-2026,06-02-2026,53,0,regular,normal,1,112,3,0,43,58.1,7.11
hh-005427,dist-8,416001,15-02-2026,20-02-2026,41,0,regular,normal,1,31,71,0,36,60.24,22.9
hh-005428,dist-19,422001,24-01-2026,27-01-2026,63,1,bpl,alert,1,143,88,0,54,91.57,20.79
hh-005429,dist-15,416001,04-02-2026,07-02-2026,52,1,medical,alert,1,12,75,0,49,100,22.47
hh-005430,dist-10,431001,01-03-2026,02-03-2026,27,0,regular,normal,1,64,74,1,19,58.72,25.64
hh-005431,dist-5,416001,12-03-2026,14-03-2026,16,1,bpl,normal,2,26,65,0,8,68.67,19.96
hh-005432,dist-11,440001,10-02-2026,11-02-2026,46,1,regular,alert,1,107,60,1,37,78.14,14.55
hh-005433,dist-10,422001,20-03-2026,23-03-2026,8,1,regular,normal,1,24,19,0,1,51.46,12.22
hh-005434,dist-16,411001,18-02-2026,22-02-2026,38,1,bpl,emergency,2,120,64,0,33,100,13.78
hh-005435,dist-14,422001,06-01-2026,11-01-2026,81,0,regular,normal,1,84,83,3,80,44.31,22.28
hh-005436,dist-17,440001,19-01-2026,24-01-2026,68,1,regular,normal,1,59,93,0,59,76.86,23.19
hh-005437,dist-10,411001,25-02-2026,28-02-2026,31,0,regular,normal,1,124,29,1,29,54.23,12.26
hh-005438,dist-12,411001,08-02-2026,08-02-2026,48,0,regular,alert,2,103,32,0,48,64.22,9.82
hh-005439,dist-1,431001,29-01-2026,29-01-2026,58,0,regular,alert,1,8,3,0,49,62.28,9.19
hh-005440,dist-20,440001,25-02-2026,26-02-2026,31,1,regular,normal,1,114,116,0,29,79.18,25.71
hh-005441,dist-11,431001,05-03-2026,09-03-2026,23,0,medical,alert,1,55,33,0,19,82.1,13.2
hh-005442,dist-4,440001,24-01-2026,26-01-2026,63,0,regular,normal,1,117,42,0,55,55.26,16.15
hh-005443,dist-13,411001,01-02-2026,05-02-2026,55,1,regular,normal,1,151,85,0,46,81.85,19.15
hh-005444,dist-16,440001,25-01-2026,29-01-2026,62,0,regular,normal,1,118,98,0,57,60.38,26.18
hh-005445,dist-1,416001,02-03-2026,03-03-2026,26,1,regular,normal,2,17,85,2,21,76.36,25.46
hh-005446,dist-19,416001,10-02-2026,12-02-2026,46,0,regular,normal,1,148,6,0,38,58.62,7.67
hh-005447,dist-13,422001,24-01-2026,24-01-2026,63,0,regular,emergency,1,92,84,0,57,70.35,21.41
hh-005448,dist-5,400001,30-01-2026,02-02-2026,57,0,regular,normal,1,180,92,0,51,54.56,22.85
hh-005449,dist-20,440001,24-01-2026,24-01-2026,63,0,regular,normal,1,66,118,3,59,55.84,31.79
hh-005450,dist-3,422001,15-02-2026,19-02-2026,41,0,regular,normal,1,125,105,0,40,56.46,26.56
hh-005451,dist-9,416001,17-01-2026,21-01-2026,70,0,regular,normal,1,39,33,0,69,54.8,13.29
hh-005452,dist-7,400001,09-02-2026,11-02-2026,47,1,regular,normal,1,104,103,0,47,75.31,26.46
hh-005453,dist-13,400001,24-02-2026,26-02-2026,32,1,medical,normal,1,105,66,0,27,100,16.52
hh-005454,dist-2,416001,17-03-2026,20-03-2026,11,0,regular,emergency,1,81,38,0,9,42.55,14.72
hh-005455,dist-5,440001,18-02-2026,19-02-2026,38,1,bpl,normal,1,116,118,0,34,91.02,24.44
hh-005456,dist-9,440001,15-02-2026,19-02-2026,41,0,regular,normal,1,149,47,0,38,58.28,16.44
hh-005457,dist-19,411001,02-02-2026,07-02-2026,54,1,bpl,normal,1,144,12,0,53,86.56,6.16
hh-005458,dist-15,431001,04-02-2026,04-02-2026,52,0,bpl,normal,1,168,105,0,42,70.23,23.92
hh-005459,dist-16,411001,28-01-2026,31-01-2026,59,1,bpl,normal,1,31,42,0,53,90.8,16.31
hh-005460,dist-5,400001,10-03-2026,13-03-2026,18,1,bpl,normal,1,159,36,2,11,74.23,10.58
hh-005461,dist-5,431001,15-02-2026,16-02-2026,41,1,bpl,normal,1,135,41,0,32,87.82,13.13
hh-005462,dist-7,416001,14-02-2026,16-02-2026,42,1,bpl,alert,1,118,4,3,38,99.35,2.23
hh-005463,dist-19,440001,16-02-2026,20-02-2026,40,0,regular,alert,2,77,43,0,31,60.56,15.27
hh-005464,dist-15,422001,13-03-2026,15-03-2026,15,1,regular,normal,1,105,33,1,10,60.76,10.82
hh-005465,dist-5,440001,25-02-2026,01-03-2026,31,1,bpl,emergency,1,56,90,0,26,100,21.12
hh-005466,dist-14,431001,11-03-2026,16-03-2026,17,0,bpl,normal,1,110,80,0,13,51.46,21.41
hh-005467,dist-20,431001,14-01-2026,14-01-2026,73,1,bpl,normal,1,140,103,0,68,90.78,20.45
hh-005468,dist-2,416001,17-02-2026,22-02-2026,39,0,regular,alert,1,68,103,0,29,66.27,28.11
hh-005469,dist-5,400001,05-03-2026,06-03-2026,23,0,regular,normal,1,74,7,0,16,45.4,10.1
hh-005470,dist-15,400001,18-02-2026,19-02-2026,38,1,regular,alert,2,113,32,0,29,78.83,11.14
hh-005471,dist-12,431001,18-02-2026,21-02-2026,38,0,medical,alert,1,143,93,0,37,94.18,20.3
hh-005472,dist-17,411001,19-02-2026,20-02-2026,37,1,regular,normal,1,126,63,0,30,77.12,15.17
hh-005473,dist-16,440001,21-02-2026,23-02-2026,35,0,regular,normal,1,128,21,0,28,52.92,12.09
hh-005474,dist-1,416001,18-02-2026,18-02-2026,38,1,bpl,alert,1,154,82,0,37,91.98,19.6
hh-005475,dist-12,440001,26-01-2026,27-01-2026,61,1,regular,alert,1,56,90,0,54,79.57,22.01
hh-005476,dist-6,440001,20-02-2026,20-02-2026,36,0,regular,alert,1,44,18,1,28,71.03,11.99
hh-005477,dist-2,440001,12-03-2026,17-03-2026,16,0,bpl,alert,1,62,26,0,9,47.68,14.23
hh-005478,dist-20,411001,27-02-2026,04-03-2026,29,1,bpl,normal,1,80,44,0,29,87.08,11.07
hh-005479,dist-17,400001,04-02-2026,07-02-2026,52,1,bpl,alert,1,34,112,0,51,89.45,26.84
hh-005480,dist-13,416001,26-01-2026,27-01-2026,61,1,bpl,normal,1,70,46,0,58,83.07,13.5
hh-005481,dist-17,411001,10-02-2026,11-02-2026,46,1,bpl,normal,1,128,64,0,43,96.18,15.68
hh-005482,dist-19,440001,18-03-2026,21-03-2026,10,1,bpl,alert,1,118,70,0,10,69.42,17.3
hh-005483,dist-8,422001,23-01-2026,23-01-2026,64,1,regular,normal,1,84,49,0,63,76.8,16.01
hh-005484,dist-6,416001,10-02-2026,12-02-2026,46,0,bpl,normal,1,177,76,0,45,72,17.56
hh-005485,dist-19,411001,10-02-2026,11-02-2026,46,0,regular,normal,1,92,90,2,38,59.35,23.57
hh-005486,dist-7,400001,10-02-2026,14-02-2026,46,1,bpl,normal,1,147,2,0,40,92.12,3.58
hh-005487,dist-5,400001,02-03-2026,05-03-2026,26,0,regular,alert,1,160,61,0,26,62.67,15.38
hh-005488,dist-11,422001,13-03-2026,15-03-2026,15,0,medical,normal,1,149,40,1,9,64.08,15.01
hh-005489,dist-10,416001,25-02-2026,27-02-2026,31,0,medical,normal,1,33,97,0,21,85.42,26.09
hh-005490,dist-6,400001,17-02-2026,20-02-2026,39,0,regular,normal,1,46,75,0,29,55.54,25.78
hh-005491,dist-4,440001,07-03-2026,12-03-2026,21,1,bpl,normal,1,70,4,0,15,79.15,3.58
hh-005492,dist-13,422001,22-03-2026,26-03-2026,6,1,regular,normal,1,84,60,0,0,42.46,19.62
hh-005493,dist-12,411001,14-03-2026,15-03-2026,14,1,bpl,normal,1,21,71,3,4,66.28,23.26
hh-005494,dist-1,416001,04-02-2026,09-02-2026,52,1,bpl,normal,1,23,25,2,44,87.5,11.92
hh-005495,dist-10,416001,03-03-2026,03-03-2026,25,0,regular,normal,1,172,67,0,25,48.46,18.17
hh-005496,dist-15,431001,28-02-2026,03-03-2026,28,0,medical,normal,1,45,21,1,21,75.88,10.77
hh-005497,dist-15,431001,07-03-2026,10-03-2026,21,1,regular,normal,1,25,52,0,11,75.22,18.11
hh-005498,dist-17,431001,20-01-2026,22-01-2026,67,0,medical,normal,1,62,56,0,58,82.44,16.9
hh-005499,dist-20,416001,18-02-2026,21-02-2026,38,1,bpl,normal,1,36,85,0,34,86.05,21.22
hh-005500,dist-13,411001,09-03-2026,12-03-2026,19,0,regular,normal,1,133,8,0,10,44.63,8.58
hh-005501,dist-15,416001,03-02-2026,07-02-2026,53,0,regular,normal,1,39,34,1,53,56.79,17.52
hh-005502,dist-19,400001,22-01-2026,26-01-2026,65,0,medical,normal,1,45,67,0,55,82.16,20.95
hh-005503,dist-1,400001,29-01-2026,01-02-2026,58,1,bpl,normal,2,119,63,1,50,88.38,13.98
hh-005504,dist-12,400001,26-02-2026,02-03-2026,30,0,regular,normal,1,14,32,1,28,51.47,17.09
hh-005505,dist-3,431001,23-02-2026,24-02-2026,33,1,bpl,normal,1,8,44,1,33,83.68,16.37
hh-005506,dist-13,400001,29-01-2026,02-02-2026,58,0,regular,emergency,2,97,10,0,48,64.03,6.4
hh-005507,dist-6,422001,02-03-2026,04-03-2026,26,1,medical,alert,1,24,31,0,22,100,11.1
hh-005508,dist-12,422001,06-02-2026,10-02-2026,50,0,regular,emergency,1,85,3,0,41,73.57,4.62
hh-005509,dist-9,416001,15-02-2026,15-02-2026,41,1,regular,normal,2,123,78,0,39,68.9,20.78
hh-005510,dist-3,440001,14-02-2026,19-02-2026,42,0,medical,normal,1,165,81,0,39,69.07,21.34
hh-005511,dist-3,440001,04-01-2026,04-01-2026,83,1,bpl,normal,1,36,54,0,75,89.67,16.19
hh-005512,dist-7,416001,09-03-2026,14-03-2026,19,0,regular,normal,1,34,55,0,15,41.55,23.41
hh-005513,dist-18,431001,31-01-2026,04-02-2026,56,1,bpl,normal,1,79,35,0,49,87.48,11.49
hh-005514,dist-18,422001,11-02-2026,15-02-2026,45,0,regular,alert,1,140,19,3,36,68.11,11.73
hh-005515,dist-6,431001,26-02-2026,26-02-2026,30,0,regular,normal,1,178,42,0,24,64.76,13.69
hh-005516,dist-13,431001,13-03-2026,17-03-2026,15,0,bpl,normal,1,15,31,0,10,44.19,16.29
hh-005517,dist-2,416001,25-02-2026,02-03-2026,31,0,regular,normal,1,116,109,0,24,49.91,28.14
hh-005518,dist-4,411001,03-03-2026,04-03-2026,25,1,regular,normal,1,62,70,0,25,77.47,18.59
hh-005519,dist-20,440001,15-01-2026,18-01-2026,72,0,regular,normal,1,157,90,2,72,52.57,22.53
hh-005520,dist-17,422001,31-01-2026,31-01-2026,56,0,medical,normal,1,9,89,0,47,83.2,24.95
hh-005521,dist-14,440001,13-03-2026,16-03-2026,15,1,medical,normal,1,128,114,0,15,79.28,25.58
hh-005522,dist-3,422001,11-02-2026,14-02-2026,45,0,regular,normal,1,91,85,0,35,62.03,20.4
hh-005523,dist-17,440001,18-01-2026,19-01-2026,69,0,medical,normal,1,75,19,0,64,78.22,9.41
hh-005524,dist-7,431001,12-02-2026,17-02-2026,44,0,regular,normal,1,52,87,0,44,60.04,26.28
hh-005525,dist-7,411001,05-03-2026,10-03-2026,23,1,regular,normal,1,133,115,0,14,74.06,27.18
hh-005526,dist-16,416001,05-03-2026,10-03-2026,23,1,bpl,normal,1,139,14,0,23,85.32,4.6
hh-005527,dist-18,400001,29-01-2026,03-02-2026,58,0,regular,normal,1,86,44,0,55,55.55,16.7
hh-005528,dist-8,431001,23-02-2026,26-02-2026,33,0,regular,normal,1,26,65,0,23,59.55,22.36
hh-005529,dist-3,411001,20-03-2026,20-03-2026,8,1,bpl,emergency,1,23,29,0,3,80.81,15.41
hh-005530,dist-13,411001,17-02-2026,18-02-2026,39,0,regular,alert,1,81,112,0,32,60.93,27.29
hh-005531,dist-12,411001,31-01-2026,04-02-2026,56,1,medical,normal,1,8,22,0,53,100,12.04
hh-005532,dist-20,411001,22-02-2026,22-02-2026,34,0,regular,normal,1,162,39,0,34,53.05,12.65
hh-005533,dist-3,400001,27-01-2026,31-01-2026,60,0,regular,normal,1,10,74,0,51,53.45,26.14
hh-005534,dist-19,431001,14-02-2026,14-02-2026,42,1,regular,alert,1,142,85,0,35,90.52,20.96
hh-005535,dist-8,411001,02-03-2026,03-03-2026,26,1,regular,normal,1,35,28,0,23,76.36,13.44
hh-005536,dist-8,400001,19-01-2026,23-01-2026,68,0,regular,normal,1,104,1,0,66,52.02,4.75
hh-005537,dist-11,440001,03-02-2026,04-02-2026,53,1,regular,normal,1,20,3,1,51,75.17,10.12
hh-005538,dist-3,440001,06-03-2026,07-03-2026,22,1,regular,normal,1,37,35,0,15,69.43,15.69
hh-005539,dist-1,431001,16-01-2026,21-01-2026,71,1,bpl,normal,1,11,5,0,64,86.87,9.52
hh-005540,dist-6,431001,21-01-2026,22-01-2026,66,0,medical,normal,1,74,71,0,63,81.69,18.41
hh-005541,dist-1,411001,15-01-2026,19-01-2026,72,0,regular,normal,1,87,32,0,68,59.88,11.99
hh-005542,dist-18,422001,27-02-2026,28-02-2026,29,0,regular,emergency,1,59,93,1,28,63.71,25.18
hh-005543,dist-18,431001,04-02-2026,08-02-2026,52,0,medical,normal,1,137,47,0,49,77.46,13.19
hh-005544,dist-11,411001,03-03-2026,05-03-2026,25,0,medical,normal,1,76,120,0,20,74.98,25.96
hh-005545,dist-12,440001,29-01-2026,03-02-2026,58,1,regular,alert,1,42,120,0,51,88.49,29.99
hh-005546,dist-2,416001,19-02-2026,19-02-2026,37,0,regular,normal,1,67,86,1,28,56.8,24.84
hh-005547,dist-14,440001,15-03-2026,20-03-2026,13,1,regular,normal,1,107,27,0,7,57.42,10.17
hh-005548,dist-10,422001,25-02-2026,25-02-2026,31,0,regular,normal,1,133,85,0,28,55.07,23.77
hh-005549,dist-16,411001,23-02-2026,25-02-2026,33,0,regular,normal,1,55,60,0,28,54.24,19.2
hh-005550,dist-13,400001,24-02-2026,26-02-2026,32,1,bpl,normal,1,82,64,0,32,83.55,17.68
hh-005551,dist-1,440001,09-03-2026,12-03-2026,19,0,regular,normal,1,171,7,0,12,45.08,7.08
hh-005552,dist-10,440001,10-03-2026,10-03-2026,18,0,medical,alert,1,138,51,0,8,80.71,11.72
hh-005553,dist-18,440001,02-03-2026,03-03-2026,26,0,regular,normal,1,87,50,0,21,55.53,18.06
hh-005554,dist-9,416001,14-01-2026,17-01-2026,73,1,medical,normal,1,166,11,0,65,100,6.41
hh-005555,dist-6,416001,15-03-2026,18-03-2026,13,0,regular,normal,1,121,67,1,10,37.76,18.28
hh-005556,dist-16,431001,16-02-2026,20-02-2026,40,1,bpl,normal,1,150,51,0,32,83.36,13.9
hh-005557,dist-12,431001,30-01-2026,30-01-2026,57,0,regular,normal,1,141,80,1,55,56.03,23.29
hh-005558,dist-17,416001,21-02-2026,24-02-2026,35,0,bpl,normal,1,124,34,2,33,67.24,8.94
hh-005559,dist-7,411001,25-02-2026,28-02-2026,31,0,regular,normal,1,176,94,0,25,55.35,25.98
hh-005560,dist-5,400001,10-02-2026,14-02-2026,46,0,regular,normal,1,15,62,0,37,60.52,21.96
hh-005561,dist-14,411001,19-01-2026,19-01-2026,68,1,regular,normal,1,95,77,1,67,76.55,18.18
hh-005562,dist-10,416001,28-02-2026,02-03-2026,28,1,regular,normal,1,73,100,0,18,78,23.7
hh-005563,dist-7,440001,18-01-2026,18-01-2026,69,0,regular,normal,1,180,78,1,60,57.75,21.27
hh-005564,dist-2,411001,02-03-2026,03-03-2026,26,1,bpl,normal,2,176,98,0,18,90.01,24.23
hh-005565,dist-17,411001,10-03-2026,13-03-2026,18,0,bpl,alert,1,10,58,0,8,66.84,21.97
hh-005566,dist-13,431001,21-02-2026,23-02-2026,35,0,medical,normal,1,19,31,0,33,79.03,15.02
hh-005567,dist-3,422001,08-01-2026,10-01-2026,79,0,regular,emergency,1,28,87,0,79,71.32,25.61
hh-005568,dist-20,422001,22-02-2026,23-02-2026,34,1,medical,normal,1,51,108,0,24,91.53,25.84
hh-005569,dist-15,400001,14-03-2026,18-03-2026,14,0,regular,normal,1,31,97,0,5,38.97,29.15
hh-005570,dist-14,416001,08-02-2026,13-02-2026,48,0,bpl,emergency,1,112,31,0,40,84.05,9.13
hh-005571,dist-13,416001,01-03-2026,06-03-2026,27,0,regular,normal,1,9,99,0,25,54.14,30.21
hh-005572,dist-16,431001,19-02-2026,24-02-2026,37,0,regular,alert,2,128,10,1,36,64.07,5.95
hh-005573,dist-14,411001,05-03-2026,07-03-2026,23,1,bpl,emergency,2,31,89,0,16,94.88,22.14
hh-005574,dist-11,431001,07-03-2026,12-03-2026,21,0,regular,alert,1,175,73,1,17,56.63,18.68
hh-005575,dist-3,400001,22-02-2026,25-02-2026,34,1,bpl,normal,1,111,10,2,29,88.5,4.05
hh-005576,dist-13,422001,24-03-2026,28-03-2026,4,0,medical,normal,1,15,90,0,0,38.84,30.45
hh-005577,dist-3,431001,26-02-2026,26-02-2026,30,0,regular,alert,1,80,20,0,27,60.33,11.19
hh-005578,dist-18,440001,04-03-2026,06-03-2026,24,0,regular,normal,1,27,32,3,16,59.93,14.18
hh-005579,dist-18,416001,28-02-2026,28-02-2026,28,1,bpl,normal,1,125,27,0,28,92.93,7.88
hh-005580,dist-16,422001,27-01-2026,31-01-2026,60,0,regular,normal,1,30,117,0,54,57.06,32.54
